13234026	ucdt	Increases the maximum ammo capacity of the weapon by 12 bombs.
13355389	ucdt	The Skull Helmet causes terror in those unfortunate enough to oppose its wearer. VS use only.
13363165	ucdt	Comic Book
13792876	ucdt	Enter Outfit Message...
14071264	ucdt	Harbinger 5
14150532	ugdt	Light Wave Weapon Camo
14168072	ucdt	Quick Use
14252909	ucdt	Galaxy: Pine Forest
14286702	ucdt	The G40-F Ranger is an air deterrent flak cannon.  It has a high elevation range and launches 40mm flak rounds that burst when near enemy aircraft. All factions can use this weapon.
14465903	ugdt	Gladius
14522607	ucdt	Onatha Satellite A Spawn
14551584	ugdt	Modus Helmet
14552153	ucdt	Adds blue chassis lights to the under carriage of the Harasser. TR use only.
14820257	ugdt	Dauntless Helmet 
14861919	ugdt	Loyal Soldier Camo
14897638	ugdt	Verdure Stripes
14940602	ucdt	Cockpit: Pink Glass
14979495	ucdt	Apply the Carbonation camo pattern to your armor. NC use only.
15096864	ucdt	Artemis VX26
15326226	ugdt	Slicewire Weapon Camo
15335924	ucdt	Idle Timer 9
15672847	ucdt	Precision Bomber Airframe
15743342	ucdt	Apply the Splatter camo pattern to your armor. TR use only.
15770477	ucdt	[*message*] in [*time*].
15837630	ucdt	Lightyear: Auraxium Medal
15902630	ugdt	Air Brake 1
15917805	ugdt	Stargazer Helmet
16038114	ucdt	Mosquito Roll Rate - Level 5
16104159	ucdt	Stripe Armor Camo
16136885	ucdt	Apply the single use Esamir Ice camo pattern to your vehicle. VS use only. Single use camo can only be applied to one loadout one time and must be used on this character.
16242309	ucdt	RAMS .50M: Silver Medal
16245389	ucdt	ENABLE 1-CLICK ITEM PURCHASE
16303167	ucdt	Hubcaps VS004 (DNT)
16526581	ugdt	Master Sgt. 3 Decal
16938632	ucdt	Apply the Amerish Forest v2 camo pattern to your vehicle. All factions can use this gear.
17265748	ucdt	Increases the maximum ammo capacity of the weapon by 23 shells.
17473378	ucdt	Flash Cupid Horn
17587018	ucdt	Adds cyan chassis lights to the under carriage of the Magrider. VS use only.
17590492	ucdt	Guardsman 2 Decal
17904405	ucdt	Life Support System 1 Description (14050) (DNT)
17953461	ucdt	Rebirth
18043913	ucdt	Stiletto: Auraxium Medal
18059147	ucdt	Cygnus: Copper Medal
18492427	ucdt	Increases the damage resistance to anti infantry weapons from 83% to 84.5%, this includes pistols, rifles, and vehicle mounted light machine guns.
18523361	ucdt	Will you truly allow yourself to lose?
18529533	ucdt	Increases the ammo capacity of the weapon to 750 rounds.
18536477	ucdt	Sergeant 1 Decal
18557678	ucdt	CAS 14-E: Bronze Medal
18687921	ucdt	Engineer Armor
18811314	ucdt	Increases the top speed of the Magrider by 2 KPH.
18929381	ugdt	Reaver Glowing Yellow Glass Decal
19066050	ucdt	Earn this service ribbon by defending facilities.
19339270	ucdt	Customize your ground vehicle by adding a Gold Sunderer Hood Ornament.
19547341	ucdt	Change the quality and distance that you will see higher quality models before they switch to lower detail models.
19594485	ucdt	Bad Name
19606686	ucdt	Command Not Supported /[*command*]
19955469	ucdt	Increases total Concussion Grenade capacity
20066131	ucdt	Reaver Glowing Blue Glass Decal
20152766	ucdt	Single Use Pine Forest Weapon Camo
20181099	ucdt	NC-9 A-Tross: Ribbon
20287522	ucdt	M2 Mutilator (Right)
20469931	ucdt	Lightning Lumifiber Trim 3
20649913	ucdt	The President: Ribbon
20663112	ucdt	Further reduces the reuse timer of the EMP Spiker.
20707009	ucdt	Meteor: Gold Medal
20794311	ucdt	E
20931694	ucdt	Equinox VE2: Copper Medal
20939405	ucdt	Indar Plateau
20992380	ucdt	Galaxy A30 Walker [Top]
21263459	ucdt	Zealot Overdrive Engine 2
21458326	ucdt	Squad invitation is no longer valid.
21483383	ucdt	ACQUIRE >
21579138	ucdt	Alkali Storage
21604125	ucdt	CRSEL
21852658	ucdt	Pulsar LSW: Silver Medal
21855711	ucdt	Anti Vehicle Grenade: Gold Medal
21918297	ucdt	Play Test - Saurva - VS
21945890	ucdt	Lockdown 3
22228643	ucdt	Serviceman 1 Decal
22441232	ucdt	The P2-120 AP is loaded with fast moving armor piercing rounds that are stronger against armored targets but inflict almost no explosive damage. TR use only.
22529979	ucdt	Galaxy M20 Drake [Tail]
22626718	ucdt	Billboard 3
22759069	ucdt	Soldier
23094985	ucdt	Increases the maximum ammo capacity of the weapon by 15 shells.
23174382	ucdt	Slayer: Copper Medal
23334549	ucdt	Striker AE
23351020	ucdt	This customization adds a Yellow decal to the cockpit glass. NC use only.
23547096	ugdt	Burger Tank
23637006	ucdt	CLOSE RANGE DRIFTER
23680351	ucdt	Tundra Camo
24113681	ucdt	Lasher X2: Copper Medal
24120964	ucdt	TR Heavy Assault Shield 2 description
24432722	ucdt	Searhus Small Outpost 5
24916434	ucdt	Wall Hugger Camo
25082896	ucdt	NC spotted!
25141321	ugdt	High Stakes Vehicle Camo
25155014	ucdt	Black Stag Decal
25178703	ugdt	NC Stalwart Voice Pack
25220681	ugdt	1-3YE Helmet
25227965	ucdt	Shotgun Launcher Attachment Description
25664499	ucdt	Adds the Drifter style hubcaps to your Harasser. NC use only.
25931792	ugdt	Signifer
25988157	ucdt	Searhus.SO.1
26020253	ucdt	Squad Logistics System
26113619	ugdt	Charger
26122902	ucdt	NS-60 Flamethrower: Copper Medal
26324002	ucdt	Bouncing Betty: Copper Medal
26380568	ucdt	Ammunition Package: Auraxium Medal
26506270	ugdt	Gold Smiley Face Hood Ornament
26601005	ugdt	Ironclad Weapon Camo
26642336	ucdt	Bruiser
26781616	ucdt	60mm: Gold Medal
26781661	ugdt	Lt. Colonel
26857586	ucdt	Equipment terminals are also used to change classes.

Interact with an equipment terminal, then select the class you'd like to use from the menu.

Click the Equip button to change into that class.
26904912	ucdt	The NS Patriot Flare Gun fires flares of all shapes and colors. All factions can use this weapon.
27058421	ucdt	Adds Lumifiber Trim to the Reaver. NC use only.
27487580	ucdt	Woven Web Armor Camo
27569131	ugdt	Lt. Commander 3 Decal
27573659	ucdt	FEATURED ITEM
27579189	ucdt	Intel Bundle
27589011	ucdt	M77-B: Silver Medal
27716972	ugdt	Reload Speed 3
28166130	ucdt	Blueshift: Silver Medal
28266309	ucdt	Flying Vehicles
28294374	ucdt	Toggle Instant Action Timer
28352220	ucdt	Nanites constantly repair damage over time at a rate of 8.33% every 5 seconds.  Damage disables auto repair for 12 seconds.
28555222	ucdt	Adds 15 rounds to the default magazine size.
28871811	ucdt	Increases turbo fuel regeneration rate.  An empty fuel tank will refill completely in 22.5 seconds.
29013835	ugdt	Brigadier
29338155	ugdt	Recon Guard
29443278	ucdt	Customize your ground vehicle by adding a Chrome Pistol Hood Ornament. NC use only.
29531896	ucdt	Applies a decal to your armor. NC use only.
29555704	ucdt	Dark Wave
29589979	ucdt	Increases the maximum ammo capacity of the weapon by 600 rounds.
29757664	ugdt	Dark Digital Weapon Camo
29781970	ucdt	User '[*target*]' not found.
29784673	ucdt	Snowflake Hood Ornament
29843708	ugdt	Gold Carapace Plating
29907536	ucdt	Allows use of various weapon attachments
30044864	ucdt	Increases the maximum ammo capacity of the weapon by 210 rounds.
30073334	ucdt	Cockpit: Slate Blue Decal
30235731	ucdt	Spawning vehicles costs resources.
30765222	ucdt	Liberator: Razor Fins
30953560	ucdt	MANA Anti-Personnel Turret: Auraxium Medal
30999365	ucdt	Increases the maximum ammo capacity of the weapon by 300 rounds.
31058667	ucdt	Resist Shield 4
31304622	ucdt	Phoenix AE: Auraxium Medal
31357571	ucdt	Mosquito Vertical Thrust - Level 4
31749292	ucdt	Apply the single use Amerish Forest v2 camo pattern to your weapon. TR use only. Single use camo can only be applied to one loadout one time and must be used on this character.
31768226	ucdt	VS - Auto-Pistol - Mid - V3 Description(Delete Me -BB)
31807863	ucdt	Increases the turn rate of the aircraft.
32368168	ucdt	Playtest Biolab TR
32371236	ucdt	Flare VE6: Silver Medal
32769396	ugdt	Grenade Bandolier 3
32882379	ucdt	Apply the Honeycomb camo pattern to your vehicle. NC use only.
32929276	ucdt	4x Scope Attachment 01 description
33295072	ucdt	Reduces damage taken from anti-tank mines by 55%.
33379107	ucdt	OEM_AUTO
33488138	ugdt	Valkyrie Cyan Lumifiber Digital Trim
33673405	ucdt	Sungrey Main Spawn Room
33854162	ugdt	Holiday Elf Horn
34269505	ucdt	NS-60 Flamethrower: Silver Medal
34380354	ucdt	LHand
34476555	ucdt	Reduces damage taken from flak by an additional 6%.
35074013	ucdt	Yellow Magrider Chassis Lights
35298697	ucdt	VS Jet Pack Ability 3
35397036	ugdt	Esamir Mountaineer Armor Camo
35699712	ugdt	NC Female Infiltrator 
35904686	ucdt	Be aware, Vanu scientists have recently added additional directive tracking capacity to your rebirthing matrix. Exceptional achievements are now incorporated into future rebirths.
35952621	ucdt	Hvar
35998047	ugdt	Out With a Bang
36332792	ucdt	NC05 Jackhammer
36528031	ucdt	Right Hand Weapon
37058432	ucdt	Adds Lumifiber Trim to the Scythe. VS use only.
37124653	ucdt	NS-10B Burster
37427943	ucdt	The Brawler: Ribbon
37539860	ucdt	Assault Rifle: Equinox VE2 Select
37597037	ucdt	Cockpit: Smiley Face Decal
38028419	ucdt	Increases the time required for seeking weapons to establish a lock by 1 second and prevents the vehicle being auto detected on the mini-map.
38074991	ucdt	Daedalus: Silver Medal
38143243	ucdt	Temperate Forest Vehicle Camo
38209139	ugdt	Temperate Chaparral
38245844	ucdt	FAC.DomeShield.Tech
38278514	ucdt	Hover Stability Airframe
38331252	ucdt	MALE
38477143	ucdt	Apply the Amerish Scrub camo pattern to your weapon. All factions can use this gear.
38492857	ucdt	Hurakan Secure Storage
38586056	ucdt	The Vanu launched the Aphelion with the Plasma Cutter as their choice of anti-infantry weaponry for their BFR platform. It uses a single, continuous beam to melt through enemy soldiers, as well as dealing significant damage to enemy armor and air.
38619927	ugdt	PS1 Gold Hood Ornament
38764221	ucdt	Reaver Spray Cannon  - Certification Description
38807292	ucdt	The Focused Proton AP is a hard-hitting armor piercing plasma cannon that delivers massive damage to armored targets.  This cannon requires greater accuracy to be effective.
38832645	ucdt	This customization adds a Red Metallic decal to the cockpit glass. TR use only.
39795506	ucdt	TX1-FB Repeater: Copper Medal
39809539	ucdt	PAYPAL
39822183	ucdt	The9 Placeholder
39897693	ucdt	Numpad 5
40168669	ucdt	WEAPONS
40221327	ucdt	Chrome Spliced Plating
40297664	ugdt	Red Lumiball
40468891	ucdt	Capture 9 Resources on any Continent
40534759	ugdt	Viper Weapon Camo
40766779	ucdt	Orbital Strike
40768076	ucdt	Nanoweave Armor is capable of absorbing more damage than its standard issue counterpart
40920576	ucdt	Hades VSH4
40940113	ucdt	Eidolon VE33 
41302383	ucdt	BONUS PACKAGE
41629338	ucdt	"C" Hood Ornament
41700906	ucdt	Cert Attachment
41702717	ucdt	Illuminate the battlefield with these front-facing Duskbuster Headlights for your Sunderer. All factions can use this gear.
41714271	ucdt	Decreases the time taken to reload weapon by 0.1 seconds.
41990058	ucdt	Increases the top speed of the Vanguard by 2 KPH.
42001458	ucdt	Improved brakes, turn, and roll. (More effective than previous rank)
42396152	ucdt	Completing the final directive tier awards you with highly classified <font color="#7ff4ff">Auraxium weapons and gear</font>.
42610373	ucdt	The Executive: Auraxium Medal
42829610	ucdt	Quad 120mm Cannon Tank Destroyer
43312432	ucdt	Applies a camo to your vehicle. TR use only.
43483024	ucdt	The first five ribbons you earn each day grant bonus experience.
43546748	ucdt	Sunderer:  Defense Slot
43623280	ucdt	Infiltrator: Kill at least 3 players with a C-4 Explosive
43628027	ucdt	Decreases horizontal sway during recoil.
43631079	ucdt	Could use a repair!
43691011	ucdt	Overseer 3
43781416	ucdt	TR: Scout Rifle Decal
43782081	ugdt	General 5 Decal
43922044	ucdt	Desperado Ribbon
43964573	ucdt	Raven Left Gold Medal
44243892	ucdt	Allows use of additional fire modes
44291005	ucdt	Vehicle - Valkyrie - Weapon 06 - 60mm - Ammo - Ammo Capacity 10
44325738	ucdt	Increases the maximum ammo capacity of the weapon by 8 grenades.
44517814	ucdt	TR: SMG Pentagon Decal
44542357	ugdt	VS Combat Medic Shield 2 Placeholder
44893705	ucdt	Applies your Outfit's chosen decal to your armor. May only be used by the purchasing character.
45043352	ucdt	Apply the Mongo Spots camo pattern to your vehicle. TR use only.
45093605	ugdt	M20 Wyvern
45176332	ucdt	Teleporters provide quick transportation within the facility. Step on the pad to begin the process.
45227362	ucdt	M8 Pounder SKEP: Copper Medal
45270491	ucdt	Increases the ammo capacity of the weapon to 130 rounds.
45275415	ugdt	Archon 3 Decal
45351300	ucdt	The Skull Helmet causes terror in those unfortunate enough to oppose its wearer. TR use only.
45391427	ucdt	Rocket Launcher lock-on Angle Skill Line Description
45661093	ucdt	Clip 01
46347937	ucdt	LMG: Flare VE6 Select
46355128	ucdt	Reaver Blast Shield Glass Decal
46367265	ucdt	Aegis Shield 2
46430589	ucdt	Unknown error detected.
46658132	ucdt	The R85 Rocket Launcher is ideal for engaging heavily armored targets
46903786	ucdt	Squad Deploy is unavailable to MAXes. Redeploy or change classes at an equipment terminal to use Squad Deploy.
47201002	ucdt	Switzerland Armor Decal
47215298	ucdt	T5 AMC: Gold Medal
47374953	ucdt	Primary 2: Anti-Air: Burster XS
47380077	ucdt	Scythe Smiley Face Glass Decal
47393583	ucdt	Passenger Ammo Regen
47452368	ucdt	Decreases the time taken to reload weapon by 0.3 seconds.
47907301	ugdt	TR-E001 Personal Shield unit
48125287	ucdt	TR Carbine Rifle Group
48438950	ucdt	Increases the maximum ammo capacity of the weapon by 490 rounds.
48526290	ucdt	T4 AMP: Gold Medal
48566343	ucdt	NS Baron G5: Auraxium Medal
48621708	ucdt	Increases the maximum ammo capacity of the weapon by 400 rounds.
48755754	ucdt	Reduces damage from direct hits from all directions except the bottom by an additional 6%.
49034992	ucdt	LEAVE PLATOON
49334622	ugdt	Revolver Armor Decal
49490624	ucdt	Increases CIN-D rate of fire and movement speed boosts to 35%.
49525517	ucdt	Decreases the time taken to reload weapon by 0.4 seconds.
49690880	ucdt	This is a Test Server. It is going to have issues and downtime that Live Servers will not, but it provides access to many features and changes before they get to live servers - providing players an opportunity to participate in testing and provide feedback.
49948258	ucdt	Aspirant 2 Decal
50181156	ucdt	Adds 5 rounds to the default magazine size.
50225450	ucdt	Suave Camo
50437192	ucdt	Adds 25 rounds to the default magazine size.
50481224	ucdt	Decreases the amount of time required to switch fire modes for 1 hour.
50593596	ucdt	Increases the maximum ammo capacity of the weapon by 1000 rounds.
50814598	ucdt	Equinox VE2 Select: Silver Medal
50869540	ucdt	Increases the maximum ammo capacity of the weapon by 8 rounds.
50936513	ucdt	VE Starfire (Left)
50952820	ucdt	Gauss SPR: Auraxium Medal
51305748	ucdt	Novus 2 Decal
51389102	ucdt	Deployment options are on the left side of the map.
51390001	ucdt	Rich Test Implant
51703511	ucdt	NS-60 Flamethrower: Silver Medal
52090946	ucdt	NC Bombs: Silver Medal
52153380	ucdt	Gold Prowler Hood Ornament
52188367	ucdt	The Twin 120mm Cannon AP fires armor piercing rounds that are capable of inflicting maximum damage to armored targets
52469954	ucdt	The Vanu Sovereignty has defended Dahaka!
52492349	ucdt	M60-A Bulldog: Auraxium Medal
52689984	ucdt	BioSkulls Vehicle Decal
52821503	ucdt	Warden 4
53056558	ucdt	Searhus.SO.12
53103783	ucdt	Tail gun secondary weapon covers an area behind the Liberator.  Operated by the passenger in seat 3.
53234489	ucdt	Searhus Small Outpost 23
53260544	ucdt	The9 Placeholder
53545517	ucdt	Apply the Grey Scales camo pattern to your weapon. All factions can use this gear.
53857791	ucdt	Defense Slot
54162014	ucdt	Descend
54521057	ucdt	Gauss Compact Burst: Copper Medal
54722685	ucdt	The Terran Republic has taken Allatum!
54936606	ucdt	Reduces the acquire timer of the Galaxy down to 11 minutes.
55155074	ucdt	Aspis: Auraxium Medal
55313793	ucdt	HPR Reflex (1x) - Triangle
55340135	ucdt	Applies a decal to your vehicle. VS use only.
55445092	ucdt	TOP WEAPON:  E540 Halberd-H
55504896	ucdt	TR Pistols Group
55534388	ucdt	Apply the Flame camo pattern to your weapon. VS use only.
55534391	ucdt	Developers, Quality Assurance, and other SOE employees will be on this server frequently, and may request your help to test specific things<br><br>Report any issues via the in-game bug report tool or through a Test Server forum post<br><br>Characters and actions on the Test Server do not transfer to Live, or vice versa<br><br>Progression values differ significantly from live, providing large amounts of cert points for each new character to enable efficient testing<br><br>Test Server character wipes are a possibility as need arises<br><br>There is no Customer Service support or any real money transactions on Test<br><br>For more information and details, check out our Test Server Policies on the forums
55687394	ucdt	Increases the maximum ammo capacity of the weapon by 5 missiles.
55879901	ucdt	Increases the maximum ammo capacity of the weapon by 675 rounds.
55943874	ucdt	Infiltrator Lumifiber Armor
56059243	ucdt	Waypoints can be set on the continent map by right clicking on the map where you would like to set it.
56070511	ucdt	Number Two Decal
56109527	ucdt	the Smasher
56126358	ucdt	Increases the maximum ammo capacity of the weapon by 480 rounds.
56139842	ucdt	NC - Pistol - Mid - V8 Description(Delete Me -BB)
56188901	ucdt	Customize your ground vehicle by adding a Rock Hand Hood Ornament. All factions can use this gear.
56302301	ucdt	Impetus: Auraxium Medal
56304770	ucdt	Successfully set the squad leader.
56338120	ucdt	Vehicle Decal Pack
56389264	ugdt	Trump Card 
56486857	ucdt	Decreases the time taken to reload weapon by 0.2 seconds.
56609210	ucdt	Customize your Magrider with Gold Spliced Plating. VS use only.
56628891	ugdt	The Crabbening
56669159	ugdt	Amerish Leaf Camo
56842171	ucdt	4x Scope Attachment 01 description
57172831	ucdt	Incline Armor Camo
57204561	ucdt	Harasser Fender TR005
57226451	ucdt	M20 Drake: Auraxium Medal
57230616	ucdt	The Vanu Sovereignty has defended Rashnu!
57479077	ucdt	You can still take advantage of this offer by clicking "Get Station Cash" in the Depot
57494145	ucdt	TR-M001 Personal Shield Unit
57714882	ucdt	SAW-M: Auraxium Medal
57789494	ucdt	BIG SALE BUNDLE
57825247	ucdt	Dash Cloak 1 Description (14010) (DNT)
57915671	ucdt	NS-44G Commissioner
57967189	ugdt	Scorpius
58000613	ucdt	Photon A2A Missile Pods
58186699	ucdt	Reduces the acquire timer of the Harasser by 120 seconds.
58229906	ucdt	Complete Sniper Description
58240255	ucdt	NC - Sniper Rifle - Long - V2 Description(Delete Me -BB)
58318991	ucdt	Increases the maximum ammo capacity of the weapon by 4 shells.
58487306	ucdt	Quasar VM1: Auraxium Medal
58544557	ucdt	Flurry Camo
58607839	ucdt	Windblown Weapon Camo
58716028	ucdt	Apply the Purple Chrome camo pattern to your vehicle.
58899986	ucdt	Female Head 04
59075113	ugdt	Thermal Cloaking III
59364637	ucdt	A high density particle field that helps protect the user from injury. The shield will regenerate over time if not receiving damage.
59645260	ucdt	Blackheart: Gold Medal
59650712	ucdt	Apply the single use Zebra camo pattern to your vehicle. NC use only. Single use camo can only be applied to one loadout one time and must be used on this character.
59778086	ucdt	Decreases the time taken to reload weapon by 0.1 seconds.
60119041	ucdt	Scout Radar detects the movement of hostiles at a range of 200 meters.
60121033	ucdt	You are not in a platoon.
60231114	ucdt	Meters
60319678	ucdt	Reduces the acquire timer of the Harasser by 240 seconds.
60336695	ucdt	Apply the single use African Forest camo pattern to your vehicle. NC use only. Single use camo can only be applied to one loadout one time and must be used on this character.
60408552	ucdt	Customize your aircraft with these sleek Gold Tiger Fins. VS use only.
60678805	ucdt	Allows use of the long range 8x Albatross-Eight sniper scope.
60749472	ucdt	Designed to provide easily controllable recoil, the Exodus GD-17 can effortlessly make follow-up shots on distant targets.
60981254	ucdt	QAzone Neutral Zone
61417467	ucdt	Blast Shield Glass Decal
61451238	ucdt	Decreases the time taken to reload weapon by 0.4 seconds.
61540019	ucdt	Colonel 1 Decal
61668421	ugdt	NC Jet Pack Ability
61954176	ucdt	Clip Attachment 1
61996151	ucdt	Enemy spotted near the control node.
61996945	ucdt	Appearance
62092283	ucdt	Customize your ground vehicle by adding a VS Hood Ornament. VS use only.
62115167	ucdt	Illuminated Skull Helmet Bundle
62277005	ucdt	Signifer 1 Decal
62313638	ucdt	Anti-Infantry MANA Turret
62467627	ucdt	Common Rocket Launcher
62508757	ucdt	The spawn tube is where enemy soldiers will spawn
62732018	ucdt	White Vehicle Camo
62852348	ucdt	Esamir - Warpgate TR
62898762	ucdt	Centurion 2 Decal
63102522	ugdt	NC: Jackhammer Shotgun Decal
63260127	ucdt	Symbiotic Healing 5
63311662	ucdt	Nanites constantly repair damage over time at a rate of 4% every 1 seconds.  Damage disables auto repair for 12 seconds.
63397326	ucdt	SABR-13
63581202	ucdt	Heartstring: Gold Medal
63606594	ucdt	Increases the maximum ammo capacity of the weapon by 32 rounds.
63701743	ucdt	Increases the maximum ammo capacity of the weapon by 90 shells.
63983616	ucdt	Claymore: Copper Medal
64133957	ucdt	Indar Scrub Camo
64195145	ucdt	OBJECTIVE UNTRACKED
64326194	ucdt	Increases the maximum ammo capacity of the weapon by 540 rounds.
64490169	ucdt	Medic Composite Armor Package Description
64503485	ucdt	Increases the maximum ammo capacity of the weapon by 480 rounds.
64529652	ucdt	Numpad 1
64605301	ucdt	SECONDARY - Proton II PPA
64943676	ucdt	MAX Colossus Helmet
65049695	ucdt	Enemy sniper in the area.
65076533	ucdt	Reinforced Camouflage 1 Description (14009) (DNT)
65099134	ucdt	Repair
65219671	ucdt	A30 Walker: Silver Medal
65525557	ucdt	Proximity mines and other tools no longer detect the user while cloaked and crouch walking.
65612536	ucdt	Ceres Farms
65635356	ucdt	AuraxiCom Network Hub
65705964	ucdt	Resupplies ammo to ally vehicles within 30 meters.
65934136	ucdt	Blueshift: Copper Medal
66004032	ucdt	VS Infiltrator Armor
66013581	ucdt	Utility Slot
66147056	ugdt	DEPRECATED Implant: Cert Point Boost 7
66166028	ucdt	Liquisphere Vehicle Camo
66308158	ugdt	Gold Vox Hood Ornament
66389925	ucdt	Hydroponics Compound
66424910	ucdt	Decreases the time taken to reload weapon by 0.12 seconds.
66524078	ucdt	Single Use Amerish Forest v2 Vehicle Camo
66592689	ucdt	Triangulate Camo
66652868	ucdt	Phobos VX86
66658000	ucdt	A shield control generator has been damaged.
66724993	ugdt	"J" Hood Ornament
66937024	ucdt	Deployable field supply terminal to resupply friendly soldiers
67050242	ucdt	The Charged Proton PPA is a heavy-hitting pulsed particle acceleration plasma cannon.  It has an increased rate of fire which comes at a cost of lower armor penetration.  This cannon requires a charge before it can be fired.
67159679	ucdt	GET MORE
67301554	ucdt	Techlily Armor Camo
67360339	ucdt	Brigadier 4 Decal
67445582	ucdt	Increases the Idle Timer on the Scythe to 30 minutes.
67597776	ucdt	Reduces the time before health begins regenerating while not in combat.
67960639	ugdt	Nanite Mesh Generator 5
68196156	ucdt	Apply the Ortho Digital camo pattern to your weapon. TR use only.
68256719	ucdt	Adds orange chassis lights to the under carriage of the Lightning. NC use only.
68299626	ucdt	Communications
68440567	ucdt	[B] Heyoka Strip Mine
68451281	ucdt	Mandate
68547267	ucdt	HEAT
68604006	ugdt	Race Track
68700690	ucdt	Fission: Gold Medal
68742517	ucdt	Attachments
68782964	ucdt	OFFER HEALING
68971429	ucdt	Auto-spots enemies who damage or kill you if they are not using a suppressed weapon.<font color="#dc9c36"><br><br>Tier 3 implant.<br>Uses 1 energy per second.</font>
69481064	ucdt	SHOW OFFLINE
69576116	ucdt	The advanced laser sight further increases accuracy when firing from the hip.
69594100	ucdt	Construction Site Beta
69659819	ugdt	Legionnaire Helmet
69825956	ucdt	Reduce the acquire timer of the Scythe for 1 hour. Rank 8 required.
